index;headline_text
359;Não consigo entender porque as vezes a transferência para o cartão pré pago vem parcelado, ou seja, aos poucos.
360;90Âº das vezes minha moderninha não funciona.
361;Hoje a concorrência oferece as vendas em todas as bandeiras e isso gera um prejuí­zo pra quem tem as máquinas PagSeguro além de perdermos competitividade e o cliente. 
362;Erros, falhas direto 
363;Fazer transferência em fins de semana 
364;Nesses pontos marcados estaria ótimo. 
365;Péssimo, esperei um mês pra liberar transferências, aÃ­ depois que liberou excluem minha conta ! Agora preciso esperar 3 meses pra desbloquear meu valor , sendo que já embolsaram os juros que é cobrado ! Não indico pra ninguém . Vou ir no procon . 
366;Demora para validar o cartao do pag seguro
367;A máquina está funcionando mas não passa cartão disseram que ela estava antiga e não iria funcionar mais.... Só que a máquina não é antiga. Adquiri uma de um outra empresa
368;App não funciona
369;O site de controle de vendas
370;Preciso trocar o chip urgente como faço 
371;Taxas de saque 
372;Não gostei, porque no anúncio estava escrito que não cobraria a taxas nos 3 primeiro mês. E não foi isso que aconteceu, mandei mensagem e até o momento não obtive retorno.
373;o valor das taxas nos pacelamentos , credito e debito 
374;liberar as funções da maquineta Smart para a moderninha pro
375;aumentar capacidade bateria
376;As taxas são altas e nao tem como negociar para determinados serviço que trabalha com valores como a marmoraria
377;o cartão pré pago esta dando problemas na hora de efetuar o saque nos caixas eletronicos
378;Bateria com pouca duração.
379;????
380;Juros muito altos, outras máquinas tem taxas mais baixas.
381;As taxas no parcelados é muito alta
382;propagandas enganosas taxa 0%, recarga celular, pagamento de contas... dificuldade de estornos de taxas cobradas indevidamente e acho que deveriamos ter atendimento direto por telefone com operadores da Pag Seguro, visto que o call center, registra nossas solicitações e diz que vai passar pra area responsável e ninguem resolve os problemas... Esta foi sem duvida a pior experiência de compra que ja tive em minha vida, não recomendo a ninguem, e na proxima segunda-feira estarei entrando na justica/Procon rever meus direitos. 
383;E questão de sinal da operadora que virá e mexe eu fico sem sinal é não consigo realizar transação.
384;Cartão pagseguro difí­cil de ser habilitado
385;ver saldo disponÃ­vel
386;falha na hora da venda - já perdi venda
387;bateria da maquina tem muita pouca duracao fora do carregador
388;Máquina realizar recarga de celular.
389;aprimoramento para pagamentos em geral de tributos diversos
390;Liberar a moderninha amarela para fazer recargas de celulares, todas as operadoras.
391;Facilitar o troca de titularidade para passar de PF para PJ.
392;a mais importante de todas as ações agilidades nas tomada de decisões ,exemplo todos os icones colocado no aplicativo não funciona ou seja estamos na era dos aplicativos se naÃµ fuciona então não coloque no aplicativo  como vocês fizeram  ele Ã¨ muitos pobre está igual ao Brasil existe mas não funciona em nada a borocracia acaba com  tudo
393;comprei na promoção e esta sendo cobrado a taxa normal .
394;Receber direto na conta bancaria sem taxas altas
395;no momento nao ta funçionando
396;Acho muito injusto essas taxas, pois se passo um a compra parcelada é cobrado juros do cliente e tbm é  cobrado um valor meu. Desse jeito fica complicado 
397;Não atualizar o solf da maquina sem avisar...pois no meio de uma venda fiquei sem maquina e não funcionou mais  
398;dificuldade em saber exatamente os valores cobrados de taxas
399;Americam Express
400;Chip nunca funcionou. Liguei várias vezes. Não resolvem
401;M
402;taxas menores das praticadas. Tem concorrente com taxa menor.
403;Eu amooooo 
404;Pagamento no app
405;A maquininha não funciona e a pagSeguro não me deu a menor  a menor atenção quando entrei em contato com vcs, minha maquininha só funcionou uma única vez e depois não funcionou mais joguei meu dinheiro no lixo comprando a minizinha da PagSeguro, quero meu dinheiro de volta .
406;A entrega das maquininhas e muito demorada, passa um prazo de entrega só que sempre ultrapassa.
407;Ficar mais facil a mudança de conta pra conta e pessoa pra pessoa
408;Fazer parcelamento lojista e pagar contas direto no aplicativo
409;Melhorar a bateria que tem pouca duração 
410;informa caso houver cancelamento por parte do cliente
411;A máquina apresenta defeitos e a bateria não dura nada !
412;Fazer o pagamento de contas com boleto da forma que era antes, tendo saldo disponÃ­vel era só passar o código de barras ou digitar que ja estava pronto.
413;Transferência de titularidade para pj
414;As maquinas mais Antigua estão ficando cada dia mais lenta
415;receber valores de acordo com minha necessidade, sem programação.
416;Resolver o problema de recarga de celular
417;Já vir aceitando os cartões alimentação e refeição 
418;Clientes novos com taxas bem menores
419;Conta digital de verdade
420;No crédito poderia ser menor a taxa
421;Comunicação 
422;melhorar a maquininhacainda ao passar o cartão, fiquei na mão muitas vezes, pois fica carregando é não passa o cartão do cliente
423;Tudo certo
424;Tentei passar uma venda débito e perdi a venda por problema da maquininha de conexão!
425;Bom eu gosto muito da empresa pague seguro mais estou pensando em sair dela ,(pois o nosso cartão deveria ser de crédito para compras assim teremos vantagens ao vender nossos produtos, e na hora da compra agente poder parcelar, isso daria uma boa vantagem ter como parcelar e receber os boletos via e-mail) é o que eu quero caso não aconteça vou mudar para o banco Santander ou outros pois teremos cartão de crédito e débito automático,
426;Minha maquininha não passa ELO, liguei para a Pag Seguro constataram problema na máquina e eu tenho que mandar a minha pq não podem mandar a nova máquina primeiro? Como vou ficar sem fazer vendas no perí­odo de troca? Afinal meu dinheiro cai na conta da pag Seguro, pq razão eu iria agir de má fé e não postar a máquina velha qd a nova chegasse?! Então estou muito insatisfeita.
427;Minhas transferências até hoje n deram certo
428;Têm que ter a opção de receber a antecipação de uma venda no dia seguinte
429;Contratei a máquina no plano 3 meses sem taxa ou1.500 reais, porém não cumpriram conforme o que vendem.. Propaganda enganosa pois cobraram as taxas de débito e crédito normalmente... liguei várias vezes para central mandei vários e-mails e não resolveram...Fui lesado, fui enganado. Se soubesse que passaria por isso tinha continuado com a cielo 
430;Voltar a ter pagamento de contas e recarga de celular
431;Houve um erro no site pedido de saque, refiz a operação cobrou taxa de saque duas vezes, falaram que iam estornar, e não fizeram nada
432;Coloca uma plano econômico onde eu receba de acordo com a quantidade de parcelas que foram feitas com uma taxa bem baixinha 
433;Resolver com rapidez o bloqueio de conta
434;Minha maquina esta com problema
435;Não consegui fazer a transferência para a conta bancária,aparece uma mensagem de erro ,já cadastrei ,mesmo assim não dá certo ! Já liguei varias vezes para explicar a situação a um atendente! E ninguém conseguiu me ajudar ,sempre diziam que ia ver e depois retornariam ,para explicar essa situação! Então só faço transferência para o cartao recarga !
436;Tempo para depósito é extremamente grande. Outros concorrentes liberam na conta para saque com 1 dia útil. Pagseguro pede 3. 
437;Muito caro  a taxa de saque para retirar no cartao do pag seguro 
438;bateria dura pouco tempo. 
439;Resolução dos problemas e passar as informações corretas aos clientes quanto a necessidade dos mesmos. Facilitar o canal com a central de atendimento e ter uma equipe de suporte mais acessível, pois a central muitas vezes não sabe se comunicar com o cliente e dizem que a culpa é da equipe de suporte que não tem contato direto conosco, e muitas vezes ficamos sem informações sobre nossa situação por isso. 
440;processo de compra da maquina que quebrou. Dar preferencia para clientes antigos
441;Aceitar vale refeição sem tanta burocracia 
442;Realmente as taxas estão super altas
443;Taxas extremamente altas no parcelamento descontos absurdos 
444;Certas bandeiras de cartão da visa argentino não passaram…
445;A taxa de intermediação é um absurdo
446;Alterar o método de atendimento. De robotizado com perguntas fixas para humano, pois nos deixará muito tranquilos. Falta aceitar as bandeiras credsyatem , Sorocred, entre outros que a população mais utiliza.
447;atualiza as maquina antiga, para fica como a maquinha novas atualizada.
448;Ter um lugar em que possa buscar informações sobre a máquina que comprei e enviar usando correios ao invés de transportadora. Dá código de rastreamento para o cliente. 
449;Aceitar o banese card, pq em Sergipe a maioria usa ele
450;sinal pessimo
451;Não gostei 
452;Estou quase cancelando 
453;Bateria ruim
454;a maquina já vir com o recebimento de ticket alimentaçao já liberado.
455;Não há transparência na cobrança das taxas. Vocês alteram unilateralmente a opção de recebimento, para sempre constar a forma mais cara ao vendedor no inÃ­cio do contrato. Também não há a possibilidade de receber parcelado, desonerando as taxas cobradas.
456;Meu cartão já vai fazer 1 mês e não chegou 
457;O cartão pag seguro crédito e debito
458;Ter mais informações para aceitar VA e VR não consigo fazer o contato... E tbm meus valores impresso nunca são correspondente aos meu saldo gostaria de entender melhor essas diferenças
459;Insatisfeito
460;Pagamento por link demora muito ,pra entrar 
461;Suporte pós vendas ... Um lixo
462;adquiri a maquineta no black friday jurando que estava comprando ela mais barata, quando passou o black a maquineta estava mais barata do que comprei, fiquei me sentindo lesada.
463;As máquinas são um lixo pensando seriamente em trocar de marca
464;O PAG SEGURO RETIROU 920,00 DA MINHA CONTA, PQ O COMPRADOR USOU UM CARTÃƒO DE OUTRA PESSOA, E A PESSOA CONTESTOU A COMPRA
465;Absurdo as taxas cobradas, 10X maior q meu lucro
466;troca de maquina com descontos 
467;0
468;A minizinha não tem Luz
469;Dar valor a seus clientes antigos e parar de valorizar somente os clientes novos
470;O aplicativo pagar as contas nunca consigo
471;Ainda estou em fase de teste
472;Estou tentando falar na central de atendimento e  o  sistema  derruba a minha ligação  todas as vezes 
473;Processador lento e falta de sinal
474;Agilidade no prosesamento no sinalinação no atendimento ao Criente  
475;Acformavde baixar vr p conta nao é clara
476;Ter mais praticidade
477;to satisfeito  com tudo q a maquininha  me oferece
478;Receber Ã  vista o que vendo Ã  prazo 
479;As máquinas e leitores estão dando pane e ficando inválidas. Automaticamente perdemos o valor pago no produto.
480;receber o frete da compra cancelada não recebi nem o pag seguro tomou providençias
481;No meu cartão de crédito pagseguro 
482;Extrato de transações demora muito a ser atualizado. Os valores demoram muito a serem creditados na conta bancária. 
483;Transferência ser feita ao banco de nossa escolha, e não apenas o banco vinculado ao CNPJ, pq as taxas mensal de conta bancária para empresa são muito altas e inviavel p nos, já na conta pessoa fí­sica seria mais viável c menor custo...
484;Muita burocracia na hora de cadastrar a Conta Bancária, sem contar que sendo os documentos do titular ainda tem muitooo arrodeios!
485;Se o dinheiro foi liberado no dia pq não fazer a transferência no mesmo dia???
486;assistência tecnica não há...problemas com a máquina.
487;Quando comprei falaram que eu tinha 3 meses de taxa zero, tudo mentira, não usei mais
488;Baixar más as taxas
489;Receber o pagamento parcelado sem antecipação, ou melhor explicando ter a opção de receber o pagamento do cliente parcelado da mesma maneira que foi paga por exemplo se foi dividido de 3x gostaria de receber de 3x  evitando assim a taxa de antecipação. 
